track_id,track_name,artist_id,artist_names,album_id,album_name,album_artist_id,album_artist_names,album_release_date,album_image_url,disc_number,track_number,track_duration_ms,explicit,popularity,isrc,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,rock,hip_hop,electronic,rnb_soul,folk,country,ska,dance_disco,indie_alt,retro_vintage,novelty,easy_listening,cultural,jazz,genre_count
1XAZlnVtthcDZt2NI1Dtxo,Justified & Ancient - Stand by the Jams,6dYrdRlNZSKaVxYg5IrvCH,The KLF,4MC0ZjNtVP1nDD5lsLxFjc,Songs Collection,6dYrdRlNZSKaVxYg5IrvCH,The KLF,03/08/1992,https://i.scdn.co/image/ab67616d0000b27355346bc1f268730f607f9544,1,3,216270,False,0.0,QMARG1760056,0.617,0.872,8.0,-12.305,1.0,0.048,0.0158,0.112,0.408,0.504,111.458,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6a8GbQIlV8HBUW3c6Uk9PH,I Know You Want Me (Calle Ocho),0TnOYISbd1XYRBk9myaseg,Pitbull,5xLAcbvbSAlRtPXnKkggXA,Pitbull Starring In Rebelution,0TnOYISbd1XYRBk9myaseg,Pitbull,23/10/2009,https://i.scdn.co/image/ab67616d0000b27326d73ab8423a350faa5d395a,1,3,237120,False,63.0,USJAY0900144,0.825,0.743,2.0,-5.995,1.0,0.149,0.0142,2.12e-05,0.237,0.8,127.045,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
70XtWbcVZcpaOddJftMcVi,From the Bottom of My Broken Heart,26dSoYclwsYLMAKD3tpOr4,Britney Spears,3WNxdumkSMGMJRhEgK80qx,...Baby One More Time (Digital Deluxe Version),26dSoYclwsYLMAKD3tpOr4,Britney Spears,12/01/1999,https://i.scdn.co/image/ab67616d0000b2738e49866860c25afffe2f1a02,1,6,312533,False,55.0,USJI19910455,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1NXUWyPJk5kO6DQJ5t7bDu,Apeman - 2014 Remastered Version,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,6lL6HugNEN4Vlc8sj0Zcse,"Lola vs. Powerman and the Moneygoround, Pt. One + Percy (Super Deluxe)",1SQRv42e4PjEYfPhS0Tk9E,The Kinks,20/10/2014,https://i.scdn.co/image/ab67616d0000b2731e7c5307ccbbb74101e0cc77,1,11,233400,False,0.0,GB5KW1499822,0.683,0.728,9.0,-8.92,1.0,0.259,0.568,5.08e-05,0.0384,0.833,75.311,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
72WZtWs6V7uu3aMgMmEkYe,You Can't Always Get What You Want,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,0c78nsgqX6VfniSNWIxwoD,Let It Bleed,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,05/12/1969,https://i.scdn.co/image/ab67616d0000b27373d92707b0e7da0c493f5b86,1,9,448720,False,0.0,USA176910100,0.319,0.627,0.0,-9.611,1.0,0.0687,0.675,7.29e-05,0.289,0.497,85.818,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4bEb3KE4mSKlTFjtWJQBqO,Don't Stop - 2004 Remaster,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,1bt6q2SruMsBtcerNVtpZB,Rumours,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,04/02/1977,https://i.scdn.co/image/ab67616d0000b27357df7ce0eac715cf70e519a7,1,4,193346,False,76.0,USWB10400049,0.671,0.71,9.0,-7.724,1.0,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"5CiGnKThu5ctn9pBxv7DGa, 26VFTg2z8YR0cCuwLzESi2, 6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid",7pkLXlFdpQDfmHujT2AbBK,Eastside (with Halsey & Khalid),"5CiGnKThu5ctn9pBxv7DGa, 26VFTg2z8YR0cCuwLzESi2, 6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid",12/07/2018,https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba,1,1,173799,False,75.0,USUM71809132,0.56,0.68,6.0,-7.648,0.0,0.321,0.555,0.0,0.116,0.319,89.391,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5LjSxAIKwyZvQqJ04ZQ0Da,Something About The Way You Look Tonight - Edit Version,3PhoLpVuITZKcymswpck5b,Elton John,3g61rwvRs1NPeVBxuAMmHZ,Candle In The Wind 1997 / Something About ...,3PhoLpVuITZKcymswpck5b,Elton John,01/01/1997,https://i.scdn.co/image/ab67616d0000b27352a56df14c3a5e318925787c,1,1,240546,False,61.0,GBAMS9700013,0.48,0.628,6.0,-7.643,1.0,0.0262,0.174,3.28e-05,0.0753,0.541,143.412,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3OalxlWH0v14kyBcNBMINt,Mercy,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,0S9QJQiRmG9JYYfJfKqhDF,Illuminate (Deluxe),7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,23/09/2016,https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef,1,2,208733,False,0.0,USUM71603531,0.562,0.681,11.0,-4.934,0.0,0.0871,0.113,0.0,0.11,0.357,148.064,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0CtkjgZpkgnW7U6WmHsakD,It's Like That,"3CQIn7N5CuRDP8wEI7FiDA, 5w0ka9nPOmEH6CcZrutyP2","Run–D.M.C., Jason Nevins",3bRdFxQZdU5g6VjLq8KaU7,The Greatest Hits,3CQIn7N5CuRDP8wEI7FiDA,Run–D.M.C.,10/09/2002,https://i.scdn.co/image/ab67616d0000b273a4ad282a80ca274058a0618d,1,1,250626,False,68.0,USAR19700609,0.852,0.874,7.0,-11.208,1.0,0.0427,0.0168,0.45,0.133,0.666,129.029,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3NLrRZoMF0Lx6zTlYqeIo4,Here Without You,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,72olNArm75vOycSziqIX9Y,Away From The Sun,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,12/11/2002,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228,1,6,238733,False,81.0,USUR10200764,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
73JqQIGZUZxCVfY54RSpCH,With A Little Luck - Remastered 1993,3sFhA6G1N0gG1pszb6kk1m,Wings,5zh2BzO2n6tSpZe0PgZc8v,London Town,3sFhA6G1N0gG1pszb6kk1m,Wings,31/03/1978,https://i.scdn.co/image/ab67616d0000b273d3473b6adad75bf820f3a134,1,9,344773,False,0.0,GBCCS0700630,0.652,0.372,6.0,-15.445,0.0,0.0321,0.069,0.000197,0.0923,0.283,111.984,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6K8qKeWo5MsFED7wCR6Kop,Sing,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,21/06/2014,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,1,3,235382,False,71.0,GBAHS1400082,0.818,0.67,8.0,-4.451,0.0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3tP0kdmWRSqmJAt4nR3ykw,Mississippi,2rmQ5EEAIkloNGWdGlvCYM,Pussycat,0A1kkCm8cEEPcA6yIkz1wr,First Of All,2rmQ5EEAIkloNGWdGlvCYM,Pussycat,01/01/1976,https://i.scdn.co/image/ab67616d0000b273f29bea2413e6f0ceb1fa84cb,1,8,273800,False,57.0,NLA277500082,0.605,0.731,10.0,-9.327,1.0,0.0358,0.24,0.000459,0.257,0.638,123.332,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2760p399WNJLX9LGBkjL4Z,Flava,2C0Cu6wbLYQyXl8MDwH2JE,Nathaniel,0RsPmRzTbarQCXBgLSW5Ox,Yours,2C0Cu6wbLYQyXl8MDwH2JE,Nathaniel,01/01/2016,https://i.scdn.co/image/ab67616d0000b273c911d9842660be1965a41daf,1,2,185266,False,4.0,AUBM01500025,0.813,0.754,4.0,-3.911,0.0,0.0494,0.166,0.0,0.121,0.923,112.962,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5yJCo7EewUcX9qj5nnk9O2,Baby Sittin' Boogie - Radio Version,4Z1spMbjudmqwjyBPleP7s,Buzz Clifford,1LL6GWTsMYiRc0fwGfoU3h,Rock & Roll 50s & 60s Mix,0LyfQWJT6nXafLPZqxe9Of,Various Artists,01/10/2016,https://i.scdn.co/image/ab67616d0000b27325a738dc864174811aa67d1b,1,24,122958,False,3.0,DEAR41442794,0.483,0.533,6.0,-9.883,1.0,0.145,0.805,0.0,0.161,0.878,140.11,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2uiyVyP0Rvl0MgB8ehoc07,Dr. Love,7Jbs4wPCLaKXPxrTxZ2zaa,Tina Charles,60XZbb6xRKj7waYqeJi3wz,Dance Little Lady,7Jbs4wPCLaKXPxrTxZ2zaa,Tina Charles,20/03/2012,https://i.scdn.co/image/ab67616d0000b273327142437c88efaea2c92823,1,2,189320,False,15.0,GBQRF1119559,0.736,0.563,2.0,-13.837,1.0,0.0312,0.0165,0.0,0.166,0.96,102.021,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2J22VgQALSoekF3KCj1nIk,Landslide (Glee Cast Version) (feat. Gwyneth Paltrow),"0SCbttzoZTnLFebDYmAWCm, 4njFVSUWyxD84ur7w8Oy7h","Glee Cast, Gwyneth Paltrow",21c5423eTa6tKyMs9DKGW7,Landslide (Glee Cast Version) (feat. Gwyneth Paltrow),0SCbttzoZTnLFebDYmAWCm,Glee Cast,08/03/2011,https://i.scdn.co/image/ab67616d0000b2733ca397d1402604db8256d98f,1,1,226760,False,0.0,USQX91100225,0.637,0.416,2.0,-7.595,1.0,0.0269,0.434,0.0,0.139,0.588,145.922,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1PWnAEQcbwQwK759otUbta,"Writing's On The Wall - From ""Spectre"" Soundtrack",2wY79sveU1sp5g7SokKOiI,Sam Smith,50bQvrNAFsAaIbqCcfD7FT,Writing's On The Wall,2wY79sveU1sp5g7SokKOiI,Sam Smith,25/09/2015,https://i.scdn.co/image/ab67616d0000b2737fb4266023aacbea214d8b56,1,1,278987,False,65.0,GBUM71505354,0.261,0.302,5.0,-8.19,0.0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
59mUgn4E4DWcB2lh5oRG2I,If You Can't Give Me Love - 2017 Remaster,15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,1F8Hmjm8xJC1OhSEMn7pDR,If You Knew Suzi… (2017 Remaster),15jHZ1EZwmm2QDjKctvqJQ,Suzi Quatro,12/08/1978,https://i.scdn.co/image/ab67616d0000b273cc802c70869d97777ac42ed6,1,6,232994,False,0.0,UKKP21700074,0.667,0.66,9.0,-8.819,1.0,0.0348,0.117,0.000854,0.0707,0.905,133.867,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6YndZBGmLySgsVScckWkmO,Take Yourself Home,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,0F9bpInUaHGru63OHqBuQ8,Take Yourself Home,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,01/04/2020,https://i.scdn.co/image/ab67616d0000b27316ae382f29670572f8931a75,1,1,249369,False,0.0,AUUM72000197,0.364,0.606,5.0,-9.188,0.0,0.0831,0.0748,0.000322,0.106,0.289,99.73,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3yDhZq8f17SmumVmEyCaRN,Give It Up,3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,52BJ1S5NOv7eFD6ZFDZga2,All In a Night's Work (Expanded Version),3mQBpAOMWYqAZyxtyeo4Lo,KC & The Sunshine Band,11/03/2016,https://i.scdn.co/image/ab67616d0000b273070bc5edcb93d3f394b9445d,1,3,254240,False,72.0,USSM19801505,0.862,0.624,3.0,-11.63,1.0,0.0565,0.0192,0.000153,0.0465,0.882,124.896,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4X8KnalmdKJE4C0vMb8CmD,Homecoming,6we2CCxymhh4v30lZRhhpa,Hey Monday,5BNmZXVJX3h8WbtXyRTRln,Hold On Tight,6we2CCxymhh4v30lZRhhpa,Hey Monday,07/10/2008,https://i.scdn.co/image/ab67616d0000b273dd1d9e19cfe34dac93983739,1,3,238733,False,46.0,USSM10803206,0.393,0.958,2.0,-2.102,1.0,0.0871,0.00966,0.0,0.214,0.323,150.074,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5ibhWB91OHgTVVwtVFMLKP,Funhouse - Main Version - Clean,1KCSPY1glIKqW2TotWuXOR,P!nk,0OHvyFSN4W0fjJ7CiehVMB,La Guestlist,0LyfQWJT6nXafLPZqxe9Of,Various Artists,19/10/2009,https://i.scdn.co/image/ab67616d0000b2734a490f262d6ee358e959c2cc,1,3,203933,False,22.0,USLF20800185,0.789,0.84,11.0,-4.059,0.0,0.0361,0.00616,0.0,0.0646,0.821,103.957,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2h1IPjP471JJRSShTHRUhi,Dangerous Woman,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,4lVR2fg3DAUQpGVJ6DciHW,Dangerous Woman,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,20/05/2016,https://i.scdn.co/image/ab67616d0000b2737227f5854239a059af211d5b,1,2,235946,False,7.0,USUM71601826,0.677,0.604,7.0,-5.32,1.0,0.0385,0.0612,0.0,0.353,0.297,134.052,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0IRHUlQ9XCp5aG9NIruLu2,Abergavenny,49Jb7NSMLFMM3n8M7BNRxN,Marty Wilde,6MLD7tcwokFlJ4Nu048flm,The Full Marty,49Jb7NSMLFMM3n8M7BNRxN,Marty Wilde,01/01/2010,https://i.scdn.co/image/ab67616d0000b27302197c4fa96092f17d6b1b39,3,21,168000,False,0.0,GBUM70700737,0.609,0.895,11.0,-8.208,1.0,0.0695,0.162,0.504,0.522,0.792,123.102,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
71kj6vbwfqjThqsDxhtYPE,That's All You Gotta Do,4cPHsZM98sKzmV26wlwD2W,Brenda Lee,7B4ewUWVdSC9yuFGiFWuem,"Ultimate Collection, Vol. 1",4cPHsZM98sKzmV26wlwD2W,Brenda Lee,06/03/2015,https://i.scdn.co/image/ab67616d0000b27337f474838296378c820e7d72,1,16,145480,False,19.0,DEG320701716,0.587,0.65,1.0,-5.732,1.0,0.0283,0.381,1.01e-06,0.105,0.96,98.137,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0HoMdjB1XwwMlyPfTV7DEj,Metal Guru,3dBVyJ7JuOMt4GE9607Qin,T. Rex,3Dg3quPRLDCsEqnzgPl6PE,The Slider,3dBVyJ7JuOMt4GE9607Qin,T. Rex,21/07/1972,https://i.scdn.co/image/ab67616d0000b27305657aedd93e64aef6cf3973,1,1,149786,False,47.0,GBAFR7210009,0.307,0.95,11.0,-3.427,0.0,0.138,0.00054,7.43e-05,0.313,0.524,127.895,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6oDPg7fXW3Ug3KmbafrXzA,Wrecking Ball,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,1aUeYy0hXu0KBuJ5To0hS0,Wrecking Ball,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,25/08/2013,https://i.scdn.co/image/ab67616d0000b2733889f04c48f6bf57649c282c,1,1,223240,False,6.0,USRC11301214,0.466,0.403,5.0,-6.142,1.0,0.0337,0.395,0.0,0.111,0.337,119.81,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1PZ5mBtpRXZj8aMgQQYcro,Deep End,2WX2uTcsvV5OnS0inACecP,Birdy,2uNFpEVey5RsxzTdoDmjiz,Beautiful Lies (Deluxe),2WX2uTcsvV5OnS0inACecP,Birdy,25/03/2016,https://i.scdn.co/image/ab67616d0000b27392121265e6db1e410533136d,1,4,208840,False,34.0,GBAHS1600022,0.455,0.296,2.0,-8.513,1.0,0.0399,0.761,0.0,0.0783,0.31,171.744,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4bT2zLVv2T4GiK9q9KtI0v,Stay The Night - Featuring Hayley Williams Of Paramore,"2qxJFvFYMEDqd7ui6kSAcq, 6Rx1JKzBrSzoKQtmbVmBnM","Zedd, Hayley Williams",7iC7iQaeRrG33H6VInfl00,Clarity (Deluxe),2qxJFvFYMEDqd7ui6kSAcq,Zedd,01/01/2014,https://i.scdn.co/image/ab67616d0000b27339667b8510033317b3553ca4,1,11,217346,False,68.0,USUM71311478,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
34KTEhpPjq6IAgQg2yzJAL,Californication,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,0fLhefnjlIV3pGNF9Wo8CD,Californication,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,08/06/1999,https://i.scdn.co/image/ab67616d0000b273a9249ebb15ca7a5b75f16a90,1,6,329733,False,61.0,USWB19900690,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,7tB40pGzj6Tg0HePj2jWZt,News Of The World (2011 Remaster),1dfeR4HaWDbWqFHLkxsg1d,Queen,28/10/1977,https://i.scdn.co/image/ab67616d0000b2731f7077ae1018b5fbab08dfa8,1,1,122066,False,80.0,GBUM71029618,0.692,0.497,2.0,-7.316,1.0,0.119,0.676,0.0,0.259,0.475,81.308,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3Ymi51lilmxnc9eRnfi32D,My Island Home,1ZpVSSw9S84o1nUHdlie49,Warumpi Band,56hiT6YRCDxQZGhA8vzqhW,Go Bush!,1ZpVSSw9S84o1nUHdlie49,Warumpi Band,03/04/1987,https://i.scdn.co/image/ab67616d0000b2732d4b9569dac21d231bd68115,1,5,297800,False,44.0,AUFE08700003,0.488,0.364,7.0,-15.954,1.0,0.0321,0.0714,0.0,0.0756,0.544,79.707,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0gPQTLaqHDgdupKEok7J2x,7 Days,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,5TedEgCbtmvDnXzUtXEFJY,Born to Do It,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,14/08/2000,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389,1,4,235133,False,73.0,GBAWV9902019,0.659,0.812,4.0,-7.499,0.0,0.0487,0.23,0.0,0.0951,0.888,83.014,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4pCSXZwffXEmxYuHAzVIXQ,Shoop Shoop Diddy Wop Cumma Cumma Wang Dang,5MJAppfS5mnKHGtfQIjJI4,Monte Video,2YI0nSvfqdSmRteWw26PDE,Monte Video,5MJAppfS5mnKHGtfQIjJI4,Monte Video,01/12/1983,https://i.scdn.co/image/ab67616d0000b273338fc7f81d0d15b3e31e95fd,1,1,159184,False,27.0,NZWM02000127,0.706,0.695,2.0,-10.526,1.0,0.411,0.226,0.0,0.0496,0.972,181.337,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1kpbM1hlD3sQ2rDKbe2guE,Regardless,"23IZADrJHPStZ6aMxJVq3s, 4gZRt9wlRx1IsxT9glJdrc","Jarryd James, Julia Stone",4kZKz4ZQCnuKWV6MqOR2H2,Thirty One,23IZADrJHPStZ6aMxJVq3s,Jarryd James,11/09/2015,https://i.scdn.co/image/ab67616d0000b2738819357f0210af47c90a4682,1,6,273493,False,27.0,AUUM71500874,0.672,0.393,9.0,-8.739,0.0,0.0477,0.551,1.05e-05,0.105,0.319,130.086,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6dGWq08LXuIw6T2oUeHECh,Convoy,0iTkPxRldzi5lmS6qZ70JV,C.W. McCall,6XbZ0Hc2LQaLJuUaFrHfTY,C.W. McCall's Greatest Hits,0iTkPxRldzi5lmS6qZ70JV,C.W. McCall,01/01/1990,https://i.scdn.co/image/ab67616d0000b273183cad608b1e5a734f052710,1,1,230600,False,63.0,USPR37500034,0.68,0.543,5.0,-14.876,1.0,0.141,0.857,0.000116,0.0881,0.796,111.62,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1UgKjjafmYDSgJ66NbIcBV,Pretty Flamingo,5670CyWrIOA7702gNjsGMZ,Manfred Mann,0zwLBIFXdXAEJnPmNVhrV0,Pretty Flamingo,5670CyWrIOA7702gNjsGMZ,Manfred Mann,01/01/1966,https://i.scdn.co/image/ab67616d0000b2733f757f671fbfcf6710e0c199,1,1,150106,False,0.0,GBAYE6600051,0.553,0.594,7.0,-9.03,1.0,0.0279,0.114,0.0,0.743,0.841,113.506,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4SyowQi18ym4zJGJDBnsTj,You Know I'm No Good,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,6GJCGWfI95aeRsdtVB52vc,Back To Black,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,01/01/2006,https://i.scdn.co/image/ab67616d0000b2734b6583b0a1505e40779faec6,1,2,256946,False,0.0,GBUM70603488,0.705,0.806,9.0,-3.607,1.0,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
56qykFnmErHuUzt7FwAlAc,Turn Around (feat. Ne-Yo),"6mU8ucezzms5I2kNH6HNlu, 21E3waRsmPlU7jZsS13rcj","Conor Maynard, Ne-Yo",5hLWqk2l9tsRN0zICJBxsQ,Turn Around (feat. Ne-Yo),6mU8ucezzms5I2kNH6HNlu,Conor Maynard,05/10/2012,https://i.scdn.co/image/ab67616d0000b27320d241ea81f6d5b40b35d860,1,1,232385,False,27.0,GBAYE1201089,0.59,0.874,6.0,-2.583,0.0,0.0263,0.0179,6.46e-06,0.134,0.607,125.018,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1Jrn6agPxzgRMh4SKfLz7A,Morning After Dark (Featuring Nelly Furtado & SoShy),5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,0oLeI4xFJnOBMbQJH6TgEs,Shock Value II (International Deluxe version),5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,01/01/2009,https://i.scdn.co/image/ab67616d0000b2737e00fd13c89c5eadf130e951,1,8,231960,False,0.0,USUM70907072,0.734,0.927,8.0,-4.244,0.0,0.042,0.076,0.00134,0.0465,0.901,118.039,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1qk9ujVgudgU8CyhKOx8ji,Somebody That I Used To Know,"2AsusXITU8P25dlRNhcAbG, 6hk7Yq1DU9QcCCrz9uc0Ti","Gotye, Kimbra",6EMxWaM803hd4sPsJ6PkcA,Making Mirrors,2AsusXITU8P25dlRNhcAbG,Gotye,01/01/2011,https://i.scdn.co/image/ab67616d0000b2731ba0ff466c68a0977a0039bc,1,3,244893,False,67.0,AUZS21100040,0.864,0.515,0.0,-6.967,1.0,0.0367,0.571,7.92e-05,0.0947,0.755,129.048,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4KPq1367Nd9DtkmSmPsycY,Matthew & Son - Stereo Version,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,1EOnmB8FWY9Fn8p7RrRxkx,Matthew & Son,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,10/03/1967,https://i.scdn.co/image/ab67616d0000b27335547b2b824396ad0bcb93bf,1,1,161840,False,0.0,GBF076620660,0.534,0.327,4.0,-16.789,1.0,0.0335,0.0503,0.00213,0.281,0.767,139.867,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0GmtIUZe8STZOT6jDBC69l,Heaven & Hell - US Single Version,1pJEZXU2hJApJW3rM7LmMu,The Easybeats,7kV1uhqaH7vVBZ0QTPVZxx,Friday On My Mind,1pJEZXU2hJApJW3rM7LmMu,The Easybeats,01/01/1967,https://i.scdn.co/image/ab67616d0000b273230360dd1500f5783b646ae1,1,13,162106,False,0.0,AUAP06700039,0.483,0.676,9.0,-10.271,1.0,0.0323,0.505,6.32e-05,0.297,0.502,116.418,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5jWZR3cKUChstrHpNnTPCS,You Are The Sunshine Of My Life,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,5x7vXXWapy8cUmdSuwpUy1,Number 1's,7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,01/01/2007,https://i.scdn.co/image/ab67616d0000b27367daf4d855cb184bb2e98a58,1,6,177306,False,0.0,USMO17282852,0.471,0.574,11.0,-11.266,1.0,0.0509,0.802,2.55e-06,0.0931,0.661,131.892,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,2wY79sveU1sp5g7SokKOiI,Sam Smith,3TJz2UBNYJtlEly0sPeNrQ,The Thrill Of It All (Special Edition),2wY79sveU1sp5g7SokKOiI,Sam Smith,03/11/2017,https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca,1,1,201000,False,84.0,GBUM71704089,0.681,0.372,5.0,-8.237,1.0,0.0432,0.64,0.0,0.169,0.476,91.873,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6rBgZvSsyJrk5ZXtKc8mcf,You're the One,6nKqt1nbSBEq3iUXD1Xgz8,Petula Clark,4oa2hZ1r8L8Egf9ec6ncCM,The Classic Collection,6nKqt1nbSBEq3iUXD1Xgz8,Petula Clark,01/01/1997,https://i.scdn.co/image/ab67616d0000b2731c351eff600b34d196abcc9f,1,12,143834,False,0.0,GBAJE6500257,0.485,0.721,5.0,-7.84,0.0,0.0348,0.479,0.0,0.67,0.88,136.892,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4UMTp91LHhvW33ol9ZQH0Q,We Made You,7dGJo4pcD2V6oG8kP0tJRR,Eminem,7MZzYkbHL9Tk3O6WeD4Z0Z,Relapse: Refill,7dGJo4pcD2V6oG8kP0tJRR,Eminem,15/05/2009,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1,1,9,269613,False,64.0,USUM70965164,0.924,0.853,2.0,-1.203,1.0,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
